Rk,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OBPM,DBPM,BPM,VORP,WS,All-NBA
313,11.1,0.513,0.353,0.149,2.2,8.1,5.1,11.8,2,0.7,10.2,16.4,-1.4,-0.8,-2.3,-0.1,1.7,0
314,9.2,0.498,0.396,0.271,2.5,6.8,4.6,21.5,2.1,0,20.1,18.6,-2.9,-2.9,-5.7,-0.3,0,0
314,11.9,0.544,0.358,0.313,1.6,5.8,3.6,25.4,2,0,19.9,20.9,-2.1,-4.4,-6.5,-0.2,0.1,0
314,1.5,0.324,0.538,0.154,0,9.9,5.1,12.5,1.9,0,12.6,13,-5.6,-0.6,-6.2,-0.1,0,0
314,7.9,0.433,0.438,0.188,7.2,7.2,7.2,17.4,2.4,0,25.7,16.3,-3,-0.2,-3.2,0,0,0
315,14.8,0.552,0.399,0.244,5.2,14.6,9.9,7.6,2,0.8,11.6,19.9,0.6,-0.5,0.2,1,4.2,0
316,18.4,0.564,0.128,0.387,7.3,18,12.6,10.9,1.6,1.8,12.9,23.2,0.5,0.4,1,1.6,6.4,0
317,13.9,0.57,0.375,0.167,2.3,9.2,5.7,6.7,1.4,0.7,8.4,19.4,0.8,-3.1,-2.4,-0.1,2.4,0
318,10.7,0.504,0.284,0.324,7.4,18.2,13.1,5.5,1,1.6,12.7,17.8,-2.7,-0.8,-3.5,-0.4,1.4,0
319,6.7,0.448,0,0.132,6.1,14.4,10.1,1.5,2.1,1.7,14.8,10.7,-6.4,-0.5,-7,-0.2,0,0
320,16.7,0.584,0.044,0.477,10.4,21.9,16.1,5.5,0.7,4.2,15.6,18.8,-1.5,1,-0.5,0.7,4.5,0
321,13.1,0.505,0.089,0.323,8.8,11.2,10,3.4,1.4,0.3,10.2,23.1,-3.1,-3.1,-6.2,-0.3,0.3,0
322,12.8,0.544,0.539,0.121,6.2,18.2,12.1,5.5,1.8,2.1,13.4,20.9,-1.5,-1.8,-3.3,-0.1,0.5,0
322,7.8,0.503,0.609,0.094,4.8,16.1,10.6,5.5,1.8,1.4,16.3,21.1,-2.8,-1.3,-4.1,-0.1,0,0
322,16.1,0.569,0.495,0.139,7.2,19.6,13.1,5.5,1.8,2.6,11.6,20.8,-0.7,-2.1,-2.8,0,0.4,0
323,0.2,0.231,0.231,0,3.7,10.8,7.3,4.9,0,5,13.3,11.2,-9.8,1.8,-8.1,-0.1,-0.1,0
324,11.1,0.479,0.093,0.302,4,10.1,6.9,21.5,2.7,0.2,18.9,22.5,-3.4,-1.6,-4.9,-0.3,0,0
325,10.8,0.48,0.041,0.192,9.2,18.7,14,5.2,0.7,3.7,13.2,19.3,-5.6,-0.4,-6,-0.2,0.2,0
326,2.9,0.318,0,0.111,7.5,20.1,13.7,5.6,0,4.4,24.1,7.4,-6.7,2.1,-4.6,0,0,0
327,12.2,0.488,0.255,0.255,1.4,8.5,4.9,40.3,1.1,0.5,22.9,18.9,-2.5,-3.7,-6.2,-0.3,0.1,0
328,12.5,0.53,0.382,0.223,1,8.3,4.6,13,0.8,0,11,23.8,-0.6,-4,-4.6,-0.7,1,0
328,11.2,0.5,0.401,0.195,1.5,8.2,4.7,13.4,0.6,0,11.5,25.3,-1.3,-5.4,-6.8,-0.7,-0.2,0
328,14,0.571,0.356,0.263,0.4,8.5,4.5,12.6,1.1,0,10.4,22,0.2,-2.2,-2,0,1.1,0
329,-1.7,0.306,0.462,0.205,2.3,9.1,5.8,12.1,0,0.5,23.4,17.2,-8.9,-1.6,-10.6,-0.3,-0.4,0
330,13.9,0.515,0.523,0.15,1.5,10.5,6,35.1,1.2,0.2,17.3,20.1,1.1,-2.2,-1.1,0.5,2.8,0
331,9.9,0.489,0.212,0.136,5.1,19.5,12.3,3.5,0.8,1.5,10.3,19.3,-4.7,-2,-6.7,-1.4,0.6,0
332,20,0.531,0.003,0.419,11.6,24.5,18.2,26.4,1.9,3.3,17,18.7,1.1,5.5,6.6,6.1,11.2,1
333,11.1,0.599,0.836,0.041,1.7,10.8,6.3,3.8,1.2,0.6,3.3,12.9,1.1,-1.7,-0.5,0.2,1.4,0
334,23.6,0.603,0.258,0.295,1.8,20,10.9,14.2,1.4,1.4,7.5,26.9,4.1,-0.8,3.3,3.5,10.9,0
335,6.1,0.44,0.543,0.196,0.7,12.4,6.4,7,1.8,1,12.3,15.1,-5.2,-1.8,-7,-0.2,-0.1,0
335,6.2,0.455,0.556,0.222,2.2,14.9,8.6,5.6,0.9,1.5,16.8,20,-5.9,-2.2,-8.1,-0.1,-0.1,0
335,6.1,0.43,0.536,0.179,0,11.1,5.4,7.7,2.2,0.7,9,12.7,-4.8,-1.6,-6.4,-0.1,0,0
336,15.3,0.57,0,0.532,10.7,19.1,15,4.2,0.8,3.4,14.5,17.8,-2.5,1.2,-1.3,0.2,2.7,0
337,16.5,0.526,0.008,0.224,9.5,25.2,17.3,10.9,1.7,5.8,16.1,18.6,-3.1,3.6,0.5,0.8,2.5,0
338,12.4,0.567,0,0.469,14.2,17.7,16,0.7,1.7,5.3,16.9,16,-3.3,-0.3,-3.6,-0.1,0.5,0
339,13.6,0.514,0.241,0.34,1.9,13.1,7.5,21.9,2.7,1.2,19.2,24.4,-1.6,0.8,-0.8,0.8,1.3,0
340,15.2,0.546,0.227,0.243,11,18.8,14.8,13.1,1.3,1.5,16,21,0.3,0.2,0.5,0.9,2.9,0
341,3.8,0.255,0,0.4,7.6,23.5,15.4,13.5,0,0,14.5,10.4,-6.8,-1.6,-8.4,0,0,0
341,5.6,0.307,0,0.5,9.2,23.6,16.3,16.2,0,0,17,10.7,-5.2,-1.2,-6.4,0,0,0
341,-5.3,0,0,0,0,23,11.2,0,0,0,0,8.9,-14.8,-3.4,-18.2,0,0,0
342,10.5,0.54,0,0.638,6.6,20.2,13.1,8.5,1.2,5.1,23,13.2,-5.7,1.6,-4.1,-0.1,0.3,0
343,10.4,0.492,0.359,0.16,3.8,14.2,8.9,7,1,1.4,6.9,15.5,-1.6,-0.9,-2.5,-0.1,1.4,0
344,14,0.502,0.003,0.372,11.8,17.1,14.4,16.3,1.8,0.9,18.5,17,-1,0.3,-0.7,0.4,1.7,0
345,18.9,0.554,0.508,0.093,0.5,8.9,4.7,40.3,3,0.3,17.5,28.4,3.1,-2.2,0.9,0.2,0.5,0
346,18.9,0.555,0.073,0.266,1,7.5,4.4,31.7,0.9,0.3,12.9,26.5,1.3,-1.8,-0.5,0.8,5.9,1
347,15.9,0.565,0.356,0.224,2.9,12.8,8.2,17.3,1.6,0.8,11.7,19.3,2.2,0.4,2.6,3.2,7.6,0
348,14.6,0.533,0.309,0.145,8.8,17.1,12.9,8.5,1.9,1.9,11.1,17.2,0.4,1.1,1.5,1.3,3.8,0
348,10.3,0.457,0.32,0.131,9.1,17.9,13.5,5.6,1.6,0.6,11,15.4,-1.8,-0.3,-2.1,0,0.4,0
348,16.2,0.559,0.305,0.15,8.6,16.8,12.7,9.5,2,2.4,11.1,17.9,1.2,1.7,2.8,1.4,3.4,0
349,25.9,0.58,0.244,0.397,2,11.4,6.9,48.9,3.5,0.1,12.4,23.7,6.8,0.6,7.4,5.2,12.2,1
350,20.7,0.582,0,0.355,13.1,17.6,15.3,5.2,0.9,1.1,9.4,22.9,1.4,-1.2,0.2,0.9,5.9,0
351,6.3,0.474,0.005,0.347,8,19.9,14.2,7.6,1.1,2.2,28.8,11.5,-4.7,2.1,-2.7,-0.2,0.8,0
352,16.8,0.595,0.421,0.435,1.5,18.3,9.9,14.5,2.2,1.2,15.3,22.4,1.3,0.2,1.5,1.8,5.2,0
353,13.1,0,0,2,100,0,57.9,0,0,0,0,28.5,-5.4,-17.3,-22.7,0,0,0
354,19,0.67,0.01,0.646,9.3,19.6,14.5,8.1,2,3.6,16.6,17.1,0.5,1.9,2.4,1.4,4.7,0
355,14.6,0.529,0,0.239,11.3,24.4,17.9,3.3,1.3,3.5,15.4,16.2,-2.8,1.3,-1.5,0.2,4,0
356,10.3,0.52,0.43,0.329,4.4,7,5.7,11,1,0.3,14.2,18,-0.7,-1.9,-2.6,0,0.4,0
357,6,0.405,0.231,0.132,7.5,13.3,10.4,4.6,1.3,0.3,12.7,15.6,-5.4,-1.4,-6.8,-0.4,0,0
358,2.5,0.333,0,0,0,27.7,14.6,0,0,3.9,14.3,16.1,-13.4,-3,-16.4,-0.1,0,0
359,8.8,0.39,0.419,0.178,1.9,8.8,5.3,30.8,3.1,0.3,24.2,14.1,-3.7,-0.6,-4.4,-0.7,0.1,0
360,9.7,0.469,0.478,0.043,1.1,10.2,5.5,21.5,0.5,0,13,23.2,-2.1,-3.9,-6,-0.1,0,0
361,7.6,0.379,0.467,0.141,2.4,10.5,6.5,25.6,3.4,0.4,21,15,-4,0.3,-3.8,-0.2,-0.1,0
362,13,0.642,0.733,0.063,3.2,8.8,5.9,25.6,2.8,0.1,23.4,9.3,1.5,-0.9,0.6,0.8,3.4,0
363,8.2,0.438,0.14,0.122,1.9,12.3,7.1,8.9,1.1,0.8,7.3,13.3,-3.1,0.6,-2.6,-0.3,1.5,0
364,15.3,0.603,0,0.437,12.9,13.7,13.3,8.3,0.8,2.3,15.7,17.3,-0.6,-1.8,-2.3,0,1.1,0
365,12.2,0.499,0.347,0.392,4.1,21,12.5,9.1,2.4,2.7,15.9,19.8,-3.1,1.3,-1.8,0,0.6,0
366,7.7,0.531,0,0.786,8.3,21.2,14.8,1.4,1.6,0.8,21,11,-4.7,-0.6,-5.3,-0.1,0.1,0
367,18.3,0.51,0.017,0.281,11.6,23.3,17.4,12.7,1.1,0.7,12,26.1,0.1,0.4,0.4,1.7,6.4,0
368,16.6,0.598,0.465,0.266,1,7.1,4.2,12.6,1.4,0.2,8.6,21.8,2.9,-2.1,0.8,0.7,3,0
369,6.6,0.399,0.459,0.189,4.2,17.3,10.6,9.3,2.8,0.8,18.3,20.3,-5.9,0,-5.8,-0.1,-0.1,0
370,9,0.452,0.33,0.08,2.2,7.6,4.8,24.3,1.5,0.6,16.3,16.1,-2.7,-2.4,-5.1,-0.9,0.1,0
370,9.1,0.453,0.311,0.087,2.2,7.3,4.7,25.3,1.6,0.2,16.8,16.2,-2.5,-3.2,-5.7,-0.7,-0.1,0
370,8.6,0.45,0.37,0.065,2.4,8.1,5.2,22.4,1.2,1.3,15.3,16,-3,-0.8,-3.8,-0.2,0.2,0
371,11.6,0.482,0.209,0.365,2.2,9.1,5.6,18.7,1.8,0.6,12.3,21.3,-1.5,-2.5,-3.9,-0.7,0.6,0
372,9,0.518,0.191,0.147,10.7,15.6,13.3,5.2,2.4,2,20.8,10.1,-2.2,1.9,-0.3,0.2,0.8,0
373,13.4,0.529,0.306,0.229,1.2,8.4,4.7,22.1,1.3,0.4,12.9,20,0.3,-3.2,-2.9,-0.4,2.2,0
374,15.6,0.544,0.402,0.222,2.6,7.5,5,21.3,2,0.3,12.1,23.5,1.9,-2.1,-0.2,0.4,1.8,0
375,14.1,0.502,0.003,0.345,13.1,24.6,18.9,6,1.3,1.6,14.5,19.7,-3.1,-0.1,-3.2,-0.3,1.6,0
376,15.3,0.461,0.257,0.191,2.4,16.6,9.3,47.7,2.1,0.2,20.7,21.3,0.2,-0.2,0,0.5,1.1,0
377,9.7,0.446,0.287,0.195,3.3,8.3,5.9,26.2,0.9,0.2,16,31.5,-2.8,-2.3,-5.1,-0.2,-0.2,0
378,12,0.553,0.543,0.13,2.3,11.3,6.8,6.1,1.5,1,10,18.6,0.6,-0.7,-0.1,1,4.2,0
379,15.4,0.491,0.199,0.422,2.5,11.9,7.1,37.8,3.6,0.3,21.8,16.4,0,1.5,1.5,2.3,5.9,0
380,4.1,0.428,0.522,0.056,1.3,11.1,6.1,8.5,0.6,1.7,17.8,12.3,-5,-1.3,-6.3,-0.4,-0.4,0
381,12.1,0.513,0,0.313,8,16.9,12.5,7,1.1,3.1,11.4,15.5,-3.1,0.7,-2.3,-0.1,1.4,0
382,7.8,0.462,0.395,0.126,1.3,9.6,5.5,12.8,1.4,0.9,11,12.8,-2.2,0.1,-2.1,0,1.7,0
382,8.3,0.437,0.359,0.06,2,9.8,5.8,14.7,1.4,1.5,10.4,13.3,-2.2,0,-2.1,0,0.3,0
382,7.6,0.472,0.409,0.152,1.1,9.6,5.3,12.1,1.4,0.7,11.2,12.6,-2.2,0.1,-2,0,1.4,0
383,14,0.478,0.006,0.34,11.4,21.3,16.2,5.3,1.6,5.6,12.3,16.4,-3.3,1.6,-1.8,0,0.7,0
384,5.8,0.442,0.223,0.229,0.9,9.9,5.4,22,1.3,0,22.8,19,-6.2,-2.1,-8.3,-1,-0.7,0
385,13.4,0.505,0.013,0.243,7.2,23.4,15.7,10.4,1,0.9,14.8,23.8,-4.3,0.5,-3.8,-0.6,2.5,0
386,15.3,0.559,0.318,0.21,4.9,17.2,11.1,8.9,1,0.4,10.3,23.5,-0.7,-2.3,-3,-0.4,2.6,0
387,10.4,0.517,0.447,0.203,3.7,11.5,7.8,8.3,2.5,0.9,12.9,11.9,-0.7,1.5,0.8,1.1,3,0
388,12.5,0.533,0,0.141,10.5,15.3,12.8,4.9,0.3,3.7,14.9,21.5,-4.1,-1.2,-5.2,-0.5,0.8,0
389,16,0.539,0.161,0.525,1.9,8.6,5.2,25.7,1.2,0.3,13.5,22.7,0.1,-2.3,-2.2,-0.1,4.3,0
389,14.6,0.509,0.146,0.503,1.9,8.3,5.1,26.2,1.3,0.4,14.1,23.4,-1.1,-1.4,-2.6,-0.2,2,0
389,18,0.585,0.184,0.559,2,9.1,5.4,25.1,0.9,0.3,12.7,21.6,1.9,-3.5,-1.6,0.1,2.3,0
390,-8.8,0.129,0.333,0.667,0,0,0,45.1,0,0,34,23.7,-17.4,-12.5,-29.9,-0.1,-0.1,0
391,3.9,0.46,0.214,0.286,3.1,9.2,6.2,14,1,0.5,27.6,13.2,-5.7,-1.1,-6.8,-0.2,-0.1,0
391,3.3,0.454,0.25,0.333,3.5,8.7,6.1,13.3,0.8,0.6,28.6,13.2,-5.7,-1.4,-7.1,-0.2,-0.2,0
391,9,0.5,0,0,0,13.2,6.7,19.8,3.1,0,20,13.6,-5.5,1.1,-4.4,0,0,0
392,9.6,0.48,0.471,0.147,4.7,14,9.2,9.8,2.5,0.6,13.3,14.1,-0.8,0.7,-0.1,0.9,2,0
393,10.2,0.452,0.43,0.38,3.4,10.1,6.6,14.9,1.9,1.8,14.8,20.8,-2.7,-0.4,-3.1,-0.2,0.2,0
394,16.1,0.535,0.004,0.442,12.5,17.2,14.8,9.5,1.6,1.9,11.1,18,-1,-0.3,-1.3,0.2,2.1,0
394,10.7,0.43,0,0.311,14.4,23.2,18.7,4.5,1.5,3.5,13.5,15.7,-4.8,0.8,-4.1,-0.1,0.2,0
394,17.4,0.554,0.004,0.467,12.1,15.7,13.8,10.6,1.6,1.5,10.7,18.5,0,-0.6,-0.6,0.3,1.9,0
395,11.8,0.574,0.409,0.306,5.2,9.2,7.1,4.7,1.3,1.3,10.4,14,0.7,-0.8,-0.1,1.1,4.4,0
396,8.8,0.481,0.284,0.373,8.2,17.5,12.8,3.5,1.9,1,17.9,17.2,-4.8,-0.9,-5.6,-0.2,0.2,0
397,5.7,0.425,0.439,0.263,0.9,6.2,3.4,21,2,0.4,22.1,15.6,-4.4,-2.8,-7.3,-0.3,-0.2,0
398,8.5,0.437,0.359,0.171,1.2,11,6.3,20.1,1.3,0.2,14.9,17.2,-4.1,-0.7,-4.8,-0.3,0.3,0
400,13.7,0.629,0,0.179,13,16.8,15,0,0.5,1.5,14.2,15.4,-2.8,-4.7,-7.5,-0.1,0.2,0
401,11.7,0.438,0.082,0.139,3.5,10.9,7.2,26,2.4,1,17.9,15.9,-2.7,0.5,-2.3,-0.1,1,0
402,14,0.527,0.503,0.145,1.7,13.1,7.2,15.1,1.4,0.7,9.6,21.6,1.8,-1.6,0.1,1.3,3.7,0
403,12.4,0.495,0,0.177,7,18.5,12.7,5.6,0.7,2.9,8.4,18.2,-2.6,-0.9,-3.5,-0.3,0.9,0
404,14.1,0.463,0.215,0.244,3.9,17.6,10.4,15,1.9,3.2,12.7,24.5,-1.7,1.1,-0.6,0.9,1.1,0
405,8,0.489,0.53,0.122,1.8,9.6,5.7,9.1,1.3,0.9,11.1,14.9,-2.9,-0.2,-3,-0.3,1.6,0
406,11.8,0.441,0.4,0.133,0,31.5,15.5,0,1.7,5.6,5.9,25.6,-8.1,-5.2,-13.3,-0.1,0,0
406,-40.6,0,0.333,0,0,0,0,0,0,0,0,46.2,-33.1,-13.3,-46.4,0,-0.1,0
406,17.7,0.543,0.417,0.167,0,34.9,17.2,0,1.9,6.2,7.2,23.4,-5.3,-4.3,-9.6,-0.1,0.1,0
407,15.2,0.507,0.07,0.303,11.4,20.6,16.1,5.3,0.5,2.6,11.6,25.4,-3.9,-1.3,-5.2,-0.8,2.1,0
408,16.5,0.572,0.009,0.5,11.4,20.5,16.1,10.1,1.2,1.8,15.1,17.7,-0.1,2.1,1.9,1.3,4.3,0
409,16.1,0.47,0,0.143,7.4,31.6,19.1,0,0,0,0,22.4,-7.6,-10.1,-17.7,-0.1,0,0
410,14.7,0.564,0.28,0.226,4.1,18.1,11.4,22.1,1,0.2,18,19.4,0.7,1.7,2.3,3,7.4,0
411,9.7,0.584,0.008,0.262,8.2,18,13,5,1.8,4.7,24.4,8.1,-2.3,2.9,0.6,0.7,1.5,0
412,6.6,0.491,0.471,0.176,1.9,17.6,9.7,14.5,1.3,0,21.4,8.8,-3.5,0.5,-3,0,0.2,0
413,18.8,0.596,0,0.364,8.7,17.2,12.8,4.2,0.8,2.2,12.3,23.4,-0.8,-2.3,-3.1,-0.4,3.8,0
414,14,0.516,0.103,0.342,2.1,7.7,4.7,12.7,1.4,0.4,11.3,24.3,-1.2,-2.9,-4.1,-1,2.2,0
415,16.4,0.497,0.231,0.226,13,20.6,16.7,10.1,0.9,1.8,10.7,24.1,0.3,-0.6,-0.3,0.9,3.9,0
416,5.9,0.436,0.307,0.216,2.7,8.1,5.4,5.7,1.1,0.6,9.5,19.4,-4.2,-1.2,-5.4,-0.5,-0.2,0
417,5.4,0.427,0.132,0.33,1.3,5.3,3.3,21.4,2.3,0.3,22.9,23.5,-7,-2.7,-9.7,-0.5,-0.6,0
418,17.1,0.541,0.216,0.362,1.6,7.9,4.7,35.1,1.8,0.5,16.1,25.7,0.9,-2,-1.1,0.6,5.2,0
419,3.8,0.398,0.151,0.294,0.3,10.2,5.3,20.6,1.2,0.9,22.5,18.2,-7.6,-1.2,-8.8,-0.8,-0.5,0
419,0,0.308,0.152,0.242,0.5,8.3,4.5,17.9,0.4,1.3,18.9,17.2,-9.5,-1.1,-10.6,-0.5,-0.5,0
419,8.4,0.505,0.151,0.358,0,12.5,6.3,23.8,2.1,0.4,26.4,19.5,-5.3,-1.3,-6.6,-0.2,-0.1,0
420,14.3,0.559,0.66,0.117,5.2,17.6,11.4,7.1,1.1,1.4,8.8,20.5,1.5,-2,-0.5,0.5,2.7,0
421,7.8,0.431,0.206,0.305,3.8,8.7,6.2,15.8,2.8,1.4,20.8,14.3,-4.6,1,-3.7,-0.3,0.3,0
422,7.4,0.501,0.678,0.099,0.8,6.9,3.9,15.3,1.2,0,14.5,15.3,-1.4,-2.8,-4.2,-0.3,0.2,0
423,2.6,0.536,0,0.217,5.6,17.4,11.7,0.7,1,3.8,35.7,9,-6.8,1,-5.8,-0.2,0,0
424,7.3,0.485,0.357,0.071,0,9.2,4.6,13.4,0,0,6.5,18.5,-4,-5.7,-9.7,-0.1,0,0
424,5.8,0.371,0.333,0.111,0,14.2,7.1,13.2,0,0,0,17.9,-5.3,-3.8,-9.1,0,0,0
424,10.1,0.7,0.4,0,0,0,0,13.9,0,0,16.7,19.5,-1.4,-9.3,-10.7,0,0,0
425,20.5,0.574,0.332,0.371,2.1,7.5,4.7,32.2,1.9,0.3,14.3,26.3,5,-2.1,2.9,3.1,7.7,0
426,0.5,0.279,0,0.444,5.4,14,9.7,9.7,0,0,15.7,13.8,-8,-2.7,-10.7,-0.1,-0.1,0
427,4.6,0.444,0.25,0.125,9,28.9,19,5.1,0,3.5,34.8,18.7,-10.4,-1.6,-12,-0.2,-0.2,0
427,6.6,0.205,0,0.5,7.8,57.8,33.8,0,0,9.6,17,17.7,-18.9,-0.7,-19.6,-0.1,0,0
427,4,0.542,0.333,0,9.3,19.8,14.4,6.7,0,1.6,40,19.1,-7.7,-2,-9.7,-0.1,-0.1,0
428,9.5,0.57,0.449,0.196,4.4,11.2,7.7,6.1,1.5,0.5,12.9,11.3,-1.8,-1.2,-3,-0.4,2,0
429,11.1,0.523,0,0.292,8.5,21.3,14.8,4.1,0.8,2.3,14.5,14.4,-3,0.5,-2.5,-0.3,2.7,0
430,14.3,0.555,0.425,0.147,1.5,7.9,4.7,10.2,1.3,1,9.2,22.6,1.3,-0.6,0.7,1.9,6.7,0
431,14.9,0.528,0.001,0.445,11.4,21.5,16.3,4.5,0.8,1.1,10.6,17.5,-1.5,-0.5,-2,0,5.7,0
432,12,0.511,0.495,0.175,3.7,9.4,6.6,7.3,1.7,0.5,8.9,19.7,0.1,-1.7,-1.6,0.2,2,0
432,9.7,0.484,0.48,0.139,3.9,8.7,6.2,6.6,1.4,0.6,8.8,17.1,-0.7,-1.4,-2.1,0,0.9,0
432,16.1,0.547,0.515,0.226,3.5,10.8,7.1,8.6,2.3,0.4,9,24.4,1.7,-2.3,-0.7,0.2,1.1,0
433,1.9,0.225,0.75,0,2,9.7,5.8,29.5,1,0,31,12.1,-6.6,-3.1,-9.7,-0.2,-0.3,0
434,11,0.605,0.805,0.134,2.9,11.8,7.3,5,0.8,0.9,6.6,12.4,0.8,-0.5,0.3,0.8,3.2,0
435,13.3,0.54,0.311,0.327,7.3,16.6,11.9,8.1,2.2,0.7,12.7,14.2,0.7,1.6,2.3,2.7,6.1,0
436,13.9,0.578,0,0.467,9.6,22,15.6,5.7,0.7,6.3,15.7,10.7,-2.3,4,1.7,0.6,1.5,0
437,11.3,0.492,0.459,0.165,3.2,21.4,12.6,11.9,2.4,2,12,15,-1.9,2.1,0.2,0.2,0.8,0
438,12.4,0.498,0.153,0.257,2.7,15.7,9,17.8,1.3,0.2,14.3,23.2,-2.4,-1.3,-3.7,-1,1.4,0
438,13.2,0.504,0.159,0.274,2.8,16.2,9.2,17.7,1.4,0.2,14.3,24.4,-2.1,-1.7,-3.8,-0.9,0.7,0
438,9.7,0.468,0.126,0.179,2.5,13.9,8.5,18.4,1,0.3,14.2,19.1,-3.6,0.4,-3.2,-0.2,0.7,0
439,13,0.532,0,0.414,10.9,21.6,16.1,3.3,0.8,4.5,15.9,19.1,-4.3,-0.8,-5.1,-0.3,0.5,0
440,7.6,0.44,0,0.329,8.4,12.8,10.5,5.7,1,4.4,18.8,11.4,-4.7,1.2,-3.5,-0.3,0,0
441,12.7,0.523,0.236,0.169,1.8,9.2,5.4,28,1.9,0.5,19.7,17.2,-1.4,-2,-3.4,-0.2,0.8,0
441,12.4,0.507,0.25,0.15,1.9,9.7,5.7,28.9,2,0.5,19.8,16.8,-1.4,-1.8,-3.3,-0.2,0.7,0
441,16,0.654,0.111,0.333,0,4.3,2.2,18,1,1.5,19.5,21.5,-1.3,-3.3,-4.6,0,0.1,0
442,16.1,0.579,0.001,0.385,11.5,25.1,18.2,4.2,0.5,2.5,14.7,18.5,-1.6,0.2,-1.4,0.3,6.7,0
443,17,0.527,0.015,0.294,11.4,28.2,19.6,12.2,2,1.8,12.2,14.6,-0.4,3,2.7,2.1,5.4,0
444,13.3,0.597,0,0.867,5.8,14.6,10,5.7,1.4,6.8,10.8,11.6,-3.3,2.3,-1,0.1,0.8,0
444,13.4,0.597,0,0.867,5.9,14.7,10.1,5.7,1.4,6.9,10.8,11.7,-3.3,2.3,-1,0.1,0.8,0
445,14.1,0.537,0.439,0.164,1.3,10,5.6,30.4,0.9,0.2,15.4,21.1,1.2,-2.6,-1.4,0.3,3.6,0
445,14.1,0.536,0.333,0.213,1.2,7.1,4.1,32.8,0.7,0.2,14.1,18.1,0.9,-3.8,-3,-0.1,0.9,0
445,14.2,0.537,0.47,0.15,1.3,11.1,6.2,29.5,1,0.2,15.7,22.2,1.3,-2.2,-0.8,0.4,2.6,0
446,12.7,0.498,0,0.324,11.7,16.1,13.9,4,3.4,3.5,15.4,13.2,-2.7,3.2,0.5,0.5,1.6,0
446,11.5,0.494,0,0.326,12.9,15.1,13.9,3.1,2.8,3.3,17.3,12.2,-3.1,2.5,-0.6,0.2,0.9,0
446,14.5,0.503,0,0.321,9.8,17.7,13.8,5.4,4.3,3.9,13.2,14.8,-2.1,4.3,2.2,0.3,0.7,0
447,12.7,0.469,0.609,0.152,3.5,17.9,10.3,5.5,1.1,2.2,6.7,25,-1.2,-4,-5.2,-0.1,0.1,0
448,18.8,0.536,0,0.197,11.5,27.6,19.5,10.2,1.7,2,12.9,21.8,-1,1.5,0.5,1.2,4.4,0
449,1.5,0.5,0.4,0,0,32.2,16.7,0,5,0,37.5,35.3,-16.7,-3.4,-20.1,0,-0.1,0
450,22,0.588,0.042,0.339,4.4,12.3,8.5,25.5,2.3,1.4,15.5,27.9,1.9,0.3,2.3,1.9,5.5,0
451,14,0.508,0.252,0.237,1.7,9,5.3,18.2,1.6,0.7,12.3,26.9,-0.2,-1.8,-2.1,0,1.6,0
452,16.8,0.499,0.286,0.295,1.7,11.6,6.6,29.7,1.7,1,11.6,25.8,1.6,0.2,1.7,2.4,5.1,0
453,19.5,0.524,0.23,0.295,1.5,11.7,6.5,40.5,2.6,1.1,16.3,27.4,2.4,0.2,2.6,3.4,7.9,0
454,10,0.543,0.278,0.439,2.8,14.5,8.5,14.9,2.7,0.8,26.1,11.6,-2.5,2.2,-0.3,0.6,1.3,0
455,13,0.538,0.5,0.143,0,8.7,4.2,13.7,3.3,0,10.1,18.1,-1.1,-2.5,-3.6,0,0.2,0
456,13,0.555,0.434,0.263,1.9,7.4,4.8,14.4,2.6,0.5,13.9,16.6,-0.3,0.8,0.5,0.7,3.2,0
457,2.1,0.47,0.636,0.364,3.4,6.6,5,22,1.6,0.4,57.1,8.1,-5.1,-0.5,-5.6,-0.1,-0.1,0
458,19.3,0.5,0,0,0,23.9,12.3,31.7,11.1,0,0,9.8,2,9.2,11.2,0,0.1,0
459,11.5,0.591,0.634,0.213,2,10.1,6,6.7,1,0.6,8.3,14.7,1,-1.1,-0.1,1,5,0
460,17.5,0.533,0.016,0.267,5.7,18.3,12.3,16.1,1.3,2.3,11.2,21.9,-0.6,2.7,2,2.5,8.1,0
461,24.7,0.545,0.271,0.37,4.6,15.9,10.5,40.2,3.1,0.4,16.1,34.4,5.2,1.2,6.4,3,5.2,0
462,2.4,0,0,0,0,22.7,11.3,0,5.2,0,0,4.6,-10.3,3.4,-6.9,0,0,0
463,-8.3,0,0,0,0,0,0,0,0,0,0,4.9,-9.1,-1.3,-10.4,0,0,0
464,17.6,0.564,0.374,0.302,0.9,8.9,4.9,32.8,2.4,0.5,15,21.8,2.7,-1.5,1.2,1.6,5.4,0
465,11.5,0.524,0.205,0.537,4.3,15.8,10,4.7,1.3,0.9,11.3,16.2,-2.1,-0.5,-2.6,-0.3,2.6,0
465,7.6,0.442,0.278,0.296,2,15.9,8.7,0.9,1.2,1.9,8.9,17.6,-6,-1.7,-7.7,-0.2,0,0
465,11.9,0.533,0.196,0.568,4.6,15.8,10.1,5.1,1.4,0.8,11.6,16.1,-1.7,-0.4,-2.1,-0.1,2.5,0
466,8.7,0.519,0.371,0.353,2.7,9.7,6.1,9.4,1.5,0.2,14.9,16.7,-3.2,-2.6,-5.7,-1.1,0.3,0
