Rk,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OBPM,DBPM,BPM,VORP,WS,All-NBA
437,6.6,0.402,0.008,0.262,6.8,11,8.9,6.3,1.2,0,10.8,15.1,-4.5,-1.1,-5.5,-0.4,0,0
437,8.6,0.478,0.066,0.209,4,9.5,6.7,7.9,1.3,0.6,14.2,17.8,-4,-1.8,-5.7,-1,-0.5,0
438,8.2,0.492,0.175,0.325,8.5,23.5,15.6,6,0.8,0.4,22.1,13.2,-6.4,-1,-7.4,-0.3,0.1,0
439,31.4,1.064,0,2,0,0,0,22.5,0,0,0,12.3,6.8,-8.5,-1.6,0,0.1,0
440,10.9,0.538,0.529,0.164,3.1,9.3,6,8.4,1.6,1.2,10.2,15.9,-1.1,-0.9,-2.1,0,2.6,0
441,10.2,0.5,0.002,0.334,8.2,21.5,15.1,6.5,0.8,2.3,14.6,12.7,-2.6,0.9,-1.7,0.1,2.4,0
442,20.8,0.591,0.42,0.197,1.2,9.4,5.4,14.6,1.7,1.8,9.5,27.6,3.6,-1,2.7,2.9,8.8,1
443,15.6,0.58,0,0.508,14.5,19.7,17.2,2.7,0.8,2.2,12.2,14,-0.3,-0.3,-0.6,0.8,6.8,0
444,15,0.514,0.414,0.162,3.4,9.7,6.5,8.2,1.9,0.8,6.8,24.1,0.1,-2.4,-2.4,-0.1,1.2,0
444,15.8,0.531,0.407,0.167,3.2,9.4,6.2,8.8,1.6,0.8,6.3,23.9,0.7,-2.4,-1.7,0,1.4,0
444,8.3,0.379,0.475,0.125,5.4,12.3,8.8,3.9,3.7,0,10.6,25.6,-5.3,-2.4,-7.7,-0.1,-0.1,0
445,11.1,0.569,0.738,0.176,3.7,14.5,9,6.3,0.9,0.9,10.8,14.7,0.5,-1.1,-0.6,0.5,2.7,0
445,7.8,0.522,0.838,0.081,2.4,15.5,8.9,5.2,0.7,0.3,12.6,14.2,-1.8,-2.2,-3.9,-0.1,0.2,0
445,11.8,0.58,0.715,0.197,4.1,14.3,9,6.5,0.9,1,10.3,14.8,1,-0.9,0.1,0.6,2.5,0
446,12.5,0.541,0.423,0.24,5.2,18,11.5,7.4,2.2,0.7,12.7,13.9,-0.2,1.4,1.2,1.9,4.9,0
448,10.5,0.602,0.739,0.059,0.8,14.7,7.9,7.5,1.4,0.8,13.1,14.2,-0.1,-0.8,-0.9,0.2,1.2,0
449,12.8,0.482,0.16,0.189,1.9,18.5,10.1,30,1.8,0.7,19.7,19.5,-2.2,1.3,-1,0.6,2.5,0
450,11.6,0.519,0,0.375,6.3,16.4,11.4,8.5,3.2,4.5,20,12.3,-3.4,4.2,0.7,0.1,0.3,0
451,15.4,0.55,0.192,0.202,1.5,9.4,5.5,24,1.6,0.4,13.9,19.6,0.2,-1,-0.8,0.5,3.6,0
452,20.6,0.623,0.002,0.423,11.8,26.3,19.1,3.1,0.8,3.6,12.4,19.1,0.1,-0.6,-0.5,0.8,8.2,0
453,17.7,0.58,0.01,0.225,10.4,20.1,15.3,9.1,1.6,2,13.7,18.1,0,1,0.9,0.5,1.9,0
454,12.6,0.514,0.484,0.091,1.3,11.2,6.3,23.9,1.2,0.4,13.6,19.8,1,-2.1,-1.1,0.4,2.8,0
455,17.4,0.534,0.61,0.097,4.8,19.3,12.1,4.7,1.1,2.6,6.9,26.7,1.2,-3.1,-1.8,0,1.4,0
456,13.2,0.475,0.171,0.342,11.6,25.3,18.3,2.5,0.8,2.7,11.2,17.3,-4.8,-0.9,-5.6,-0.2,0.5,0
457,21.5,0.548,0.005,0.181,10.4,26,18.1,11,1.1,1.7,10.2,26,0.7,-0.1,0.5,1.6,7,0
458,21.4,0.534,0.094,0.341,3.6,9.6,6.7,32.1,2,0.9,14.4,34.7,2.4,-1.2,1.2,1.6,3.5,0
459,10.9,0.46,0.26,0.182,2.1,7.4,4.8,11.9,2.1,0.8,10,22.5,-2.1,-1.5,-3.6,-0.9,1.1,0
459,12.2,0.468,0.251,0.175,1.8,6.5,4.2,15.6,2.9,1,12,24,-2.1,-1,-3.1,-0.2,0.5,0
459,10.1,0.455,0.265,0.185,2.2,7.9,5.1,9.8,1.6,0.6,8.8,21.7,-2.2,-1.7,-3.8,-0.7,0.7,0
460,8,0.497,0.786,0.107,1.4,14,7.8,7.2,2,1.2,12,15,-0.9,-0.1,-1,0.2,0.5,0
461,17.6,0.486,0.285,0.288,1.8,9.9,5.7,27.1,2.2,1.2,8.3,25.9,2.2,0.1,2.2,2.3,4.5,0
462,19.9,0.523,0.186,0.31,1.5,12.8,7.3,46.3,2.5,1.3,18.7,26.1,2.4,1.1,3.5,3.9,7.8,0
463,6.2,0.431,0.088,0.441,6.4,15.5,10.9,5.1,2.6,1.1,30.7,9,-5.8,2.6,-3.2,-0.1,0.1,0
464,14,0.551,0.098,0.089,7.3,7.9,7.6,6.6,1.5,1.1,10.8,17.8,-1,-1.1,-2.1,0,1.1,0
465,15.4,0.581,0.42,0.4,1.4,11.2,6.3,23.3,2.1,0.5,16.9,18.8,1.4,0.1,1.5,1.3,4,0
466,2.4,0,0.5,0,33.6,0,16.2,18.8,0,0,0,12.6,-0.3,-2.7,-3,0,0,0
467,8.5,0.451,0.144,0.124,5.2,13.3,9.1,9.9,1.2,1.4,13.7,17.5,-4.5,-1.6,-6.1,-0.7,-0.3,0
468,5.9,0.445,0.473,0.703,3.3,11.3,7.4,6.7,1,0.2,15.6,18.2,-4.4,-1.6,-6.1,-0.4,0,0
469,16,0.508,0.029,0.235,6.4,19.7,13.1,20.1,1.3,2,13.7,21,-0.7,2.4,1.7,1.8,4.3,0
470,29.1,0.536,0.196,0.445,5.9,16.7,11.4,47,3,0.5,14.3,38.4,8.8,2.2,11,7.6,10.6,1
471,26.2,0.619,0,0.403,15.6,34.7,25.4,1,1.2,9.2,11.3,21.1,-1.6,0.7,-0.9,0.3,5.3,0
472,20,0.547,0.143,0.548,10.3,19.3,14.8,9.6,2.4,1.5,8.8,23.9,0.5,0,0.5,0.1,0.4,0
473,13.9,0.517,0.111,0.41,5,9.5,7.2,9.8,1.5,1.3,11.7,22.6,-0.5,-1.8,-2.3,-0.2,2.1,0
474,8.5,0.527,0.5,0.053,1.1,6.5,3.9,12,1.5,0.8,20.5,21.8,-3.3,-2.7,-6,-0.1,0,0
475,15.7,0.504,0.307,0.313,1.5,11,6.3,33.7,1.6,0.6,14.9,22.3,1.3,-1.2,0.1,1.1,3.6,0
476,12.8,0.54,0.322,0.404,3.3,12.1,7.8,5.6,1.2,0.2,8.9,18.9,-0.5,-2.7,-3.2,-0.5,2.1,0
477,8.7,0.477,0.486,0.108,0,7.7,3.8,15.5,1.8,0,9.4,16.4,-1.7,-2.9,-4.6,-0.1,0.1,0
477,14.4,0.648,0.538,0.154,0,8.2,4.1,16.1,2.5,0,22.4,19.5,-0.1,-2.3,-2.4,0,0.1,0
477,5.6,0.382,0.458,0.083,0,7.4,3.7,15.2,1.4,0,0,14.7,-2.6,-3.2,-5.8,-0.1,0,0
478,19.9,0.564,0.482,0.426,1.4,7.3,4.3,13.6,2.3,0.4,8.4,27,4,-3.1,0.9,1.5,6.6,0
479,11.8,0.541,0.535,0.176,3.1,18.2,10.4,7.8,1.8,1.4,10.1,13.3,-0.8,1.8,1,1.5,4.3,0
480,15.4,0.512,0.405,0.217,1.2,8.9,4.9,37.4,1.2,0.6,15.4,25.2,2.1,-3.5,-1.3,0.3,2.1,0
480,14.4,0.511,0.38,0.21,1.3,8.7,4.9,38,1.3,0.5,17.3,22.7,1.3,-4.2,-3,-0.3,0.7,0
480,16.9,0.512,0.431,0.225,1.2,9.1,5,36.5,1,0.6,13.4,28.8,3.4,-2.4,1,0.6,1.4,0
481,10.5,0.454,0.487,0.103,5.5,12.7,9.2,14.4,0.5,0,4.7,18.5,-0.5,-2.2,-2.7,0,0.2,0
482,10.5,0.537,0.593,0.133,3.9,14,9,6.5,1.2,1.6,8.6,14.9,-0.2,-0.8,-1,0.3,1.9,0
482,11.2,0.574,0.633,0.138,3.6,14.3,9,6.3,1.2,1.6,8.3,14.1,0.6,-0.7,-0.2,0.4,2,0
482,6.7,0.388,0.433,0.117,5.8,12.5,9,7.5,1.3,1.9,10,19.1,-4.3,-1.2,-5.5,-0.1,-0.1,0
483,17.6,0.57,0,0.781,10.1,17.9,14,6.4,0.8,5.3,12.2,17.3,-1.6,0.6,-1,0.1,0.8,0
484,4.6,0.352,0.123,0.105,3.7,11.9,7.8,12.2,1.7,0.6,17.9,13.3,-6.1,0,-6.1,-0.3,-0.2,0
484,5.4,0.382,0.161,0.129,1.6,11.2,6.4,10.2,1.8,0,8.4,11.3,-5.2,-0.2,-5.3,-0.1,0.1,0
484,3.5,0.316,0.077,0.077,6.5,13,9.7,14.8,1.5,1.4,27.1,16,-7.4,0.3,-7.1,-0.1,-0.2,0
485,20.4,0.66,0.008,0.309,9.6,14.7,12.1,4.4,1.7,5.1,7.6,13.6,1.2,2.4,3.6,2,6.1,0
485,25.7,0.762,0,0.356,11,12.9,11.9,3.2,1.7,6.8,7.7,14.9,4,2.8,6.8,1.1,2.9,0
485,15,0.571,0,0.19,8.8,12.9,10.8,14,0.6,4.5,18,14.1,-2.2,1.8,-0.4,0,0.2,0
485,17.8,0.6,0.014,0.29,8.9,16,12.4,4.1,1.9,4.2,6.4,12.8,-0.1,2.3,2.1,0.9,3,0
486,13.4,0.525,0.568,0.221,2.6,17.2,10,10.2,1.7,1.3,7.9,17.1,0.1,0.6,0.7,0.4,1.6,0
487,14.9,0.494,0.327,0.415,2.5,8.1,5.2,34.9,2.7,0.7,18,30.5,0.3,-1.8,-1.5,0.1,0.3,0
488,8.5,0.457,0.647,0.284,2.9,11,6.9,5.6,1.2,0.5,4.2,15.8,-1.9,-1.9,-3.8,-0.2,0.3,0
489,14.2,0.52,0.473,0.311,1.8,9.1,5.3,6.9,1.2,0.9,7.5,26,0.9,-4.3,-3.5,-0.4,1.2,0
490,15.7,0.507,0.119,0.207,5.8,13.5,9.6,12.4,2.6,0.8,10,21.5,0.2,-0.3,-0.1,1.2,3.1,0
490,15,0.491,0.101,0.201,5.2,12.5,8.7,14.7,2.7,0.8,9.7,21.2,0.1,-0.4,-0.4,0.7,1.4,0
490,17.1,0.539,0.153,0.217,7.1,15.4,11.2,8,2.4,0.8,10.5,22,0.4,0,0.3,0.5,1.6,0
491,14.1,0.53,0.003,0.44,7,20.1,13.4,10.9,1.2,2.6,12.2,15.6,-2.1,2.5,0.4,0.9,3.8,0
492,18.9,0.594,0,0.3,9.1,20.5,14.7,10.8,0.5,2.3,9.8,19.6,0.4,0.4,0.9,1.2,6.5,0
