Rk,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OBPM,DBPM,BPM,VORP,WS
165,16.9,0.49,0.363,0.129,9.2,17.4,13.4,9.2,1.9,1.6,8.2,25.3,0.6,-1.6,-1,0.1,0.8
166,10.6,0.481,0.109,0.162,1.7,7.2,4.4,19.9,1.2,0.3,14.2,25,-3.1,-2.4,-5.5,-1,0.4
167,7.2,0.501,0.511,0.6,1.1,8.8,5,16.1,1.9,0.7,24,17.1,-4,-0.4,-4.4,-0.1,0.2
168,15.3,0.527,0.007,0.737,13.4,17,15.2,4.4,1.1,1,12.6,20.6,-2,-0.8,-2.9,-0.3,4.4
169,23,0.6,0.364,0.592,2.4,11.9,7.2,25.7,2.4,1,14.9,29,5.4,0.1,5.5,5.7,12.8
170,12.5,0.504,0.207,0.227,7,12.2,9.6,3.9,2.3,2.4,10,15.9,-1.8,0.7,-1,0.5,2.4
171,8.5,0.506,0.556,0.222,12.6,15,13.9,0,1.7,2.6,23.3,19.9,-5.1,-4.5,-9.6,-0.1,0
172,10.3,0.434,0.526,0.07,5.7,19.9,12.8,13.7,1.8,0.6,10.6,25.1,-1.7,-2.1,-3.8,-0.1,0
173,14.6,0.565,0.519,0.348,0.5,8.7,4.7,21.7,2.3,0.7,14.7,19.5,0.9,-0.9,-0.1,0.7,3.3
174,-3.8,0.239,0.296,0.37,3.8,19.3,11.4,9,0.8,1.8,35.1,16.6,-11.7,0,-11.7,-0.3,-0.6
174,7.2,0.434,0.125,1,18,20.1,19.1,9.5,0,0,25.8,25.6,-6.9,-3.6,-10.5,-0.1,0
174,-6.8,0.126,0.368,0.105,0,19.1,9.4,8.9,1,2.3,39.5,14.2,-13,0.9,-12,-0.3,-0.6
175,16,0.527,0.211,0.268,6.2,18.6,12.4,8.8,1.3,2.6,10.3,22.1,-0.7,-0.1,-0.8,0.4,2.4
175,13,0.538,0.183,0.226,5.4,13.7,9.4,6.4,1.2,1.6,12.5,19.4,-2.5,-1.4,-4,-0.2,0.5
175,17,0.524,0.219,0.28,6.5,20.2,13.3,9.6,1.3,2.9,9.7,23.1,0,0.3,0.2,0.6,1.9
176,9.9,0.535,0,0.179,9,25.3,17.6,3.8,1.1,0.9,14.2,10.7,-2.9,0,-2.9,-0.3,3.2
177,16,0.514,0.107,0.194,8.5,21.7,14.9,13.5,0.6,3.9,13,20.9,-1.5,1.5,-0.1,1.1,4.5
178,10.7,0.469,0.005,0.253,10.5,18.2,14.2,13.1,1.3,1.2,17.2,9.4,-1.5,0.8,-0.7,0.4,1.5
179,16.8,0.564,0.318,0.38,2.8,9.8,6.3,16.7,1.5,1.4,11.7,22.1,2.4,-1.2,1.3,1.7,5.4
180,11.2,0.396,0.4,0.6,0,15.2,7.4,14.2,3.3,0,0,18.3,-2.5,-0.4,-2.9,0,0.1
181,8.7,0.441,0.005,0.306,12,16.7,14.3,3.9,0.7,3.4,16.9,11.5,-4.3,-0.3,-4.6,-0.8,0.1
182,16.4,0.531,0.117,0.366,2.9,10.8,6.7,15.6,1.7,1.3,9.8,23.5,0.5,-2.1,-1.6,0.2,3.3
183,7.6,0.481,0.068,0.571,3.9,13.4,8.6,3.2,1.4,0.7,13.3,17.3,-4.6,-2.1,-6.6,-0.7,0
184,18.2,0.497,0.009,0.313,14.5,24.4,19.3,6.3,1.2,3.7,11,22.6,-2.6,-0.2,-2.9,-0.2,1.9
185,17.3,0.489,0.005,0.261,14.8,17.4,16.1,8.9,0.9,6.7,14.5,22.5,-1.9,3.8,1.9,2.2,6.1
186,19.7,0.591,0.003,0.36,13.2,28.5,20.7,6.6,1.1,1.7,14.4,19.9,-0.2,0,-0.3,1,6.9
187,12.6,0.352,0.263,0.105,3.5,7.4,5.4,29.8,4.9,0,0,28.3,0.1,-2.7,-2.7,0,0
188,17,0.538,0.002,0.453,6.7,20.6,13.6,19,1.7,1.8,16.3,23.4,-1.1,2.3,1.3,1.4,4
189,16.6,0.558,0.405,0.245,2,9.9,6,23.4,1.6,0.7,10.7,18.8,2.8,0.3,3.1,3.4,9.7
190,4.8,0.428,0.112,0.245,1.7,11.5,6.7,8.3,1.3,1.3,18.7,14,-5.5,0.2,-5.3,-0.4,-0.1
191,18.5,0.533,0.013,0.394,20.3,19.7,20,4.7,0.9,3,12.5,20.2,-0.7,-0.9,-1.6,0,1.4
192,10.8,0.493,0.431,0.232,1,9.3,5.1,27.5,1.9,1.1,17.5,14.7,-1.1,-0.2,-1.2,0.3,3.1
193,16.7,0.496,0.192,0.188,3.3,9.5,6.4,36.5,2.2,0.9,17.3,26.6,1,-0.4,0.6,1.9,3.3
194,7.6,0.408,0.333,0.167,0,11.5,5.6,16,1.1,3.3,14.9,19.6,-6,-0.7,-6.7,-0.2,-0.1
195,11.3,0.674,0,0.772,9.1,15.7,12.5,2.4,0.5,4.3,22.4,13.6,-2.2,0.3,-1.9,0,1.7
196,1.9,0.337,0.182,0.182,10.5,25.8,18,9.1,0,2.4,29.6,23.4,-11.1,-2.1,-13.2,-0.1,-0.1
197,19.8,0.56,0.006,0.196,8.2,23,15.7,15.3,1.5,2.2,11.3,21.8,0.7,2.4,3.1,3.5,8.8
198,19.4,0.573,0.007,0.887,10.4,27.4,19.1,6.6,1.6,4.9,16.6,22.2,-1.5,2.8,1.3,2.3,7.6
199,9.5,0.45,0.208,0.156,4.8,15.4,9.9,3.2,2.5,1.1,10.8,20,-4.6,-0.6,-5.2,-0.2,0
200,9.9,0.54,0,0.053,0,18.3,9.7,19.8,0,0,17.1,22,-4.7,-3,-7.7,-0.1,0
201,13.6,0.515,0.006,0.397,12.4,23.9,18.1,4.3,0.7,2.1,13.5,16.3,-2.5,-0.2,-2.7,-0.2,2.7
202,19.4,0.612,0.073,0.246,11.1,17,14.2,2.8,0.6,7.4,12.7,18.1,0.2,1.9,2.1,2.6,9.4
203,15.2,0.52,0.327,0.307,3.4,13.5,8.5,22.4,2.5,1.5,17.1,18.8,1.4,1.8,3.2,3.7,5.6
204,18.3,0.552,0.267,0.196,7.9,20.3,13.9,9.6,1.7,1.3,7.9,20.5,1.7,0.1,1.8,1.9,6.7
205,21.4,0.553,0.261,0.271,1.8,10.8,6.1,32.7,2.3,0.8,13.8,30.2,4.9,-1.6,3.3,2.8,5.3
206,8.1,0.563,0.611,0.111,2.5,6.8,4.6,6.7,1.7,0.3,11.7,11.3,-1.6,-1.1,-2.6,-0.1,1
207,15.9,0.542,0.237,0.231,1,10.1,5.7,29.9,1.3,0.4,14.3,21,1,-1.4,-0.4,1,5.6
208,14.2,0.531,0.32,0.191,2.6,15.6,9.6,19.3,1.5,1,13.1,18.6,-0.3,-0.6,-0.8,0.3,2.5
209,8,0.473,0.515,0.212,2.5,13.5,8.3,10.7,1.8,0.9,17.6,18.7,-3,0.6,-2.4,-0.1,0.3
210,14.7,0.541,0.019,0.398,12.9,18.9,16,1.9,1.3,6.5,12.9,13.9,-2.8,1.6,-1.2,0.1,1.2
212,31.6,0.64,0.188,0.395,4.4,20.8,13.1,36.4,2.4,1.9,12.4,30.2,9.2,2.4,11.6,9.8,19.3
213,9.5,0.481,0.461,0.107,1.2,8,4.7,23.7,1.5,0.3,16.2,17.9,-1.3,-2.2,-3.4,-0.3,0.4
214,15.3,0.561,0.405,0.237,7.5,16.6,12.2,5,0.9,1,7.7,18.7,0.7,-1.8,-1.1,0.4,4.3
215,20.9,0.522,0.014,0.176,7,25.9,16.3,12,1.6,2.7,7.3,25.3,0.5,1,1.5,2.2,7.7
216,10.3,0.552,0.331,0.39,1,14.9,8.1,8,1.3,1,12.6,14.4,-2.6,-0.3,-2.9,-0.1,1
217,2.4,0.343,0.037,0.426,8.5,11.4,10,5.6,0.9,1.3,21,10.6,-6.1,0,-6,-0.4,-0.3
218,7.5,0.425,0.017,0.182,2,6,4,14.8,1.8,0.4,13.8,15.5,-5.4,-1.4,-6.8,-0.5,0
218,6.9,0.445,0.024,0.217,2,5.9,4,14.4,1.6,0.3,17.3,16.9,-5.6,-1.6,-7.2,-0.4,-0.1
218,8.6,0.377,0,0.105,2.2,6.2,4.1,15.7,2.1,0.5,4.8,12.8,-5,-1,-5.9,-0.1,0.1
219,13,0.576,0.469,0.238,2.2,9.6,6,9.8,0.7,0.8,11,18.7,-0.5,-2.3,-2.8,-0.2,1.7
220,16.1,0.51,0.37,0.225,2.1,7.2,4.6,29.1,2.2,0.3,12.9,23.7,2.4,-1.5,0.9,2.1,5.8
221,15.7,0.531,0.263,0.278,8.6,15.4,11.9,8.1,2.3,0.7,10.6,20.2,0.4,-1,-0.6,0.3,2
222,17.3,0.591,0.021,0.309,11.4,20,15.6,8.7,1.8,3.8,14.5,16.1,0.7,2.8,3.5,3.2,7.3
223,18.4,0.65,0,0.453,7.8,16.6,12.1,4.9,1.3,7.6,12.6,16.2,-1.2,3.1,1.9,0.3,1
224,10.7,0.56,0.72,0.08,5.7,7.1,6.4,3.1,2.1,0,10.4,13.1,0.4,-0.7,-0.3,0,0.2
225,15.7,0.546,0.037,0.368,8.5,20.7,14.7,7.4,2.8,1,14.7,21.7,-2.7,0.6,-2.1,0,2.3
226,10.2,0.442,0.074,0.237,6.2,12.9,9.5,10.2,2.4,4.5,17.9,19.3,-4.5,1.5,-3,-0.2,-0.5
227,14.1,0.521,0.375,0.153,2.4,7.4,4.9,16.7,1,0.4,9.9,21.7,1.9,-1.7,0.3,1.5,5.1
228,11.4,0.523,0.522,0.178,3.7,15.9,9.9,12.5,0.9,1.1,13,16.4,-1.2,0.1,-1.2,0.1,1.5
229,10.3,0.485,0.391,0.088,2.5,12.4,7.3,5.9,1.2,1.4,10.4,21.4,-2.6,-2.3,-4.9,-0.7,0
230,-6.7,0,0.25,0,18.9,53.7,36.7,21.7,0,0,0,29.7,-16.7,-0.9,-17.6,0,-0.1
231,6.4,0.482,0.221,0.509,2.7,8.4,5.6,6.7,1.1,0.5,12.3,14,-3.8,-1.2,-5,-0.8,0.6
231,6.9,0.494,0.264,0.586,2.3,9.8,6.1,6.1,0.8,0.6,11.1,14.2,-3.3,-1.5,-4.8,-0.4,0.4
231,5.4,0.46,0.146,0.378,3.4,5.9,4.7,7.6,1.6,0.2,14.3,13.6,-4.6,-0.7,-5.3,-0.3,0.1
232,8.4,0.485,0.161,0.234,2.4,12.4,7.4,3,1.2,2.1,11.1,15.3,-5.1,-1.1,-6.1,-0.8,0.1
233,12.4,0.438,0.083,0.486,6,8.7,7.4,36.2,2.1,0.5,22.3,23,-2.9,-1.4,-4.2,-0.2,0
234,8.1,0.478,0.869,0.066,0,11.6,6.1,8.4,0.5,2.2,4.6,14.2,-1.4,-2.3,-3.7,-0.1,0.2
235,11.1,0.418,0,0.14,12.6,14.5,13.5,4.8,1.4,1.2,6.6,16.2,-3.4,-1.8,-5.2,-0.3,0.2
236,7.8,0.417,0.02,0.152,5.3,19.1,12.7,5.5,0.9,1.6,12.4,19.6,-7,-1.6,-8.6,-0.5,0
237,-5.7,0,0,0,4.4,9.3,6.8,0,0,3.3,75,7.2,-11.7,1.2,-10.5,-0.1,-0.1
238,17.1,0.512,0.202,0.181,11.6,15,13.4,8.6,2.2,5.2,11.4,18.1,-0.5,2.6,2.1,0.3,0.7
239,17.2,0.606,0,0.51,12.7,22.4,17.6,2.2,1.3,4.7,14.3,15.9,-0.8,1.1,0.3,1.2,6.2
240,13.5,0.528,0.191,0.191,3.8,11.3,7.7,20.2,2,0.7,15,16.6,-1.1,0.6,-0.5,0.1,0.9
241,0.6,0.257,0.214,0.571,2.3,12.9,7.7,2.8,3,0,10.2,17,-9.6,-0.9,-10.5,-0.1,-0.1
241,-3.2,0.274,0.182,0.364,5.1,19.1,12.3,6.2,0,0,13.6,29.1,-14.2,-5,-19.2,-0.1,-0.1
241,3.7,0.21,0.333,1.333,0,7.9,3.9,0,5.4,0,0,7.3,-5.9,2.4,-3.5,0,0
242,16.3,0.529,0.002,0.138,8.1,22.1,15.2,6.6,1.1,3,13.6,25.3,-3.2,-0.5,-3.7,-0.6,1.6
243,17.6,0.588,0.003,0.309,14.5,18.6,16.5,5,1.4,2.3,19,22.4,-0.9,-1.2,-2.1,0,2.3
244,13.5,0.532,0.795,0.117,2.8,16.2,9.3,17.8,3.3,1.1,15,11.6,1.7,2.7,4.4,3.3,5.4
245,14,0.506,0.015,0.305,7.2,18.9,12.9,10.1,1.4,2.8,12.7,17.9,-2.3,0.1,-2.2,-0.1,2.1
246,17.6,0.59,0.214,0.446,5.6,15.1,10.2,14.4,2.4,2.4,15.1,17.4,1.4,2.8,4.2,3.2,6
247,8.2,0.46,0.458,0.264,3.1,13.5,8.2,6.9,0.6,0.4,8,21.6,-2.3,-3.4,-5.7,-0.3,0.1
248,12,0.511,0.372,0.256,2.6,9.6,6,21.3,1.3,0.3,17.3,22.8,0,-2.1,-2.1,-0.1,1.1
249,13.9,0.637,0.689,0.13,1.2,13.5,7.4,9.9,1.6,1.3,9.9,14.5,2.1,0.5,2.7,2.7,6.4
250,17.2,0.585,0.002,0.205,13.3,21.2,17.3,2.6,1.2,4.4,8.7,14.5,0.4,1.1,1.5,1.6,6.5
251,14.4,0.618,0,0.804,12.1,11,11.6,6.6,1.2,3.2,18.4,15.5,-0.7,-0.1,-0.9,0.1,0.4
252,4.8,0.433,0.227,0.209,1.5,7.4,4.4,8.2,1.2,0,12.7,15.7,-5.2,-2.3,-7.5,-0.8,-0.4
252,3,0.384,0.168,0.158,1.1,5.6,3.3,10.6,1.3,0,13.6,18.3,-6.7,-2.6,-9.3,-0.5,-0.4
252,6.5,0.498,0.309,0.279,1.9,9.1,5.5,5.8,1.1,0,11.6,13.2,-3.8,-2,-5.8,-0.3,0.1
253,11.2,0.479,0.441,0.206,4.2,9.4,7,5.4,0.7,1,7.5,24.8,-2.3,-4.8,-7.1,-0.2,0.2
254,17.5,0.605,0.005,0.453,10.9,17.3,14.2,5.6,0.9,1.3,13.7,20,0,-0.7,-0.7,0.6,6.2
255,17.9,0.549,0.239,0.32,1.6,7.1,4.4,30.2,2.1,0.2,14.1,22.3,3,-1.5,1.4,2.2,7.4
256,11.7,0.545,0.294,0.136,1.9,9.4,5.8,11.7,2.4,0.9,13,15.7,-1.1,0.8,-0.3,0.8,3.3
257,19.2,0.561,0.003,0.276,8.5,24.5,16.8,16.5,1.2,0.6,13.7,23.2,1.1,1.5,2.5,3.3,9.1
258,9.8,0.46,0.316,0.263,5.8,9.8,7.7,10.7,2.1,1.6,10.5,14.7,-1.8,0.9,-0.9,0.1,0.4
259,16.4,0.592,0.331,0.24,4.3,17.1,11.1,7.7,2.7,1.3,9.6,16.4,1.4,2.5,3.9,2.7,6.2
260,12.1,0.596,0.025,0.321,7.6,17.1,12.3,4.3,0.5,2.4,13.4,13.9,-2.2,-0.5,-2.6,-0.2,2.4
261,10.4,0.485,0.058,0.25,7.9,15.5,11.6,6.8,1.7,0,12.2,15.9,-3.3,-1.1,-4.4,-0.1,0.2
261,3.3,0.359,0.107,0.214,6.1,10.7,8.3,8.5,1.1,0,14,17.5,-6.4,-2.6,-9.1,-0.2,-0.2
261,17.2,0.628,0,0.292,9.7,20.1,14.8,5.3,2.3,0,10,14.4,-0.2,0.3,0.1,0.1,0.4
262,11.1,0.53,0.526,0.181,3.1,15,9.4,5.7,1.4,1.4,10.9,18.2,-1.5,-1.7,-3.2,-0.2,1.2
263,9.4,0.528,0.404,0.383,5.5,14.7,10.5,7.2,3.2,0.8,20.3,10.8,-1.6,1.5,-0.1,0.1,0.6
264,16.4,0.546,0.391,0.249,1.5,8,4.7,28.8,1.2,0.5,14.5,24.2,2.7,-2.4,0.3,1.9,5.8
265,14.9,0.538,0.287,0.307,1.4,9.1,5.3,29.4,2.5,0.8,18.8,20.8,0.4,-0.1,0.3,1.5,5.4
266,13,0.536,0.012,0.283,2.4,10.4,6.2,23.2,1.7,1.7,16.3,14.3,-1.7,-0.1,-1.8,0.1,2.6
266,7.4,0.434,0.045,0.227,0.7,12.2,6.4,18.1,1.8,0.5,19,12.8,-5.5,1,-4.5,-0.2,0.2
266,14.6,0.559,0.004,0.296,2.8,9.8,6.2,24.6,1.7,2.1,15.7,14.7,-0.7,-0.4,-1.1,0.3,2.4
267,24.7,0.567,0.001,0.358,10.8,16.1,13.4,6.4,0.8,5.2,9.4,28.6,1.4,0,1.4,1.9,9
268,18.9,0.573,0,0.288,12.4,13.4,12.9,5.3,0.8,5,12,20,0.8,0.3,1.1,1.7,5.6
269,17.9,0.458,0.309,0.477,11.5,35.9,23.3,11.8,1.1,1.1,9.8,28.9,-0.8,-0.3,-1.1,0.1,1.1
270,17.5,0.543,0.448,0.384,3.2,15.9,9.5,34.6,2.5,1,17.7,20.3,3,0.7,3.7,2.9,5.6
271,12.8,0.483,0.452,0.075,1.1,8.3,4.7,21.5,1.5,0.1,7,20.8,0.4,-3.3,-2.9,-0.2,1.1
272,6,0.581,0.167,0.333,0,5.3,2.7,44.2,4.8,0,53.8,31,-12.2,-2.9,-15.1,-0.1,-0.1
273,11.3,0.537,0.389,0.127,0.8,10,5.4,26.3,1.9,0,20.4,18.5,-2.1,-1.8,-3.9,-0.2,0.5
273,10.4,0.453,0.325,0.05,2.3,10.3,6.3,26.3,2.2,0,16.4,15.8,-2.6,-0.4,-3,0,0.2
273,-6.4,0.5,0.5,0,0,0,0,22.6,0,0,50,26.3,-15.1,-9,-24.1,0,-0.1
273,12.3,0.577,0.417,0.167,0,10.1,5.1,26.3,1.7,0,21,19.7,-1.5,-2.4,-3.8,-0.1,0.4
274,7.9,0.489,0.276,0.632,2.2,9.1,5.6,11.4,1.2,0.6,14.9,20.2,-3.2,-2.7,-5.9,-0.3,0.1
275,10.6,0.497,0.006,0.52,9.9,16.2,13.1,3.3,1.6,3.7,18.5,17.1,-4.7,2,-2.7,-0.2,2.3
276,18,0.553,0.106,0.146,8.2,20.6,14.5,13.1,1.9,1.8,12.3,19,0.9,1.9,2.8,2.4,5.3
277,7.8,0.455,0.483,0.093,0.6,6.3,3.4,29.4,1.6,0.4,26.6,13.6,-4.1,-3.2,-7.3,-0.9,-0.2
278,9.7,0.511,0.579,0.111,1.7,14.3,8,4.8,1.4,0.7,10.8,19.5,-2.2,-1.4,-3.6,-0.3,0.7
279,13.9,0.583,0,0.43,8.9,17.1,12.9,2.9,2,3.4,12.6,13.7,-1.2,1.8,0.5,0.3,1.2
280,16,0.608,0.477,0.316,1.8,7.4,4.8,7.9,1.7,0.3,10.2,21,2.7,-2.3,0.5,1.3,7
281,10,0.57,0.521,0.141,1.1,12,6.5,9.5,1.2,0.8,13.6,14.3,-0.3,-1.4,-1.7,0.1,1.4
282,14.1,0.574,0.526,0.231,1.7,7.6,4.6,11.8,2,0.6,10.9,19.1,2.3,-1.1,1.2,2,4.7
283,11.3,0.478,0,0.317,8.5,18,13.2,4.7,0.9,4.2,13.5,15.3,-3.7,1.1,-2.6,-0.3,1.8
284,9.3,0.472,0.342,0.221,1.1,4.4,2.8,28.7,1.2,0.1,20.4,18.4,-3,-4.4,-7.4,-1.3,0.2
284,7.5,0.419,0.4,0.183,1.6,3.6,2.6,26.8,1.3,0,20,18.1,-3.9,-4.5,-8.4,-0.6,0
284,10.6,0.508,0.301,0.247,0.8,4.9,2.8,30,1.1,0.1,20.7,18.6,-2.4,-4.3,-6.7,-0.7,0.2
285,13.9,0.556,0.34,0.227,1.4,9.6,5.6,19.4,1.6,0.6,15.7,20.9,1.1,-0.7,0.4,1.7,4.2
286,9.1,0.447,0.098,0.334,7,14,10.4,6.1,1.6,0.8,13.9,16.5,-4,0,-4.1,-0.7,0.5
287,20.7,0.589,0.002,0.353,12.6,17.1,14.9,2.7,1.1,8.5,12.9,21.1,-0.5,2,1.5,1.2,4.9
288,7.7,0.422,0,0.179,5.7,18.4,12,7.5,1.8,2.3,16.6,8.7,-4.2,2.2,-1.9,0,0.3
288,7.5,0.462,0,0.188,5.6,19.5,12.4,6.4,1.2,2.8,16.8,8.4,-4.4,2.1,-2.3,0,0.2
288,9.1,0.434,0,0.095,5.7,17.6,11.5,9.1,3,1.7,18.6,8.6,-3.2,2.8,-0.4,0.1,0.1
288,-6,0,0,0.667,9.5,9.1,9.3,11.5,0,0,0,14.7,-12,-1.3,-13.3,0,-0.1
289,12.7,0.527,0.245,0.248,7,18.1,12.4,14.8,1.1,1.4,14.8,13.7,-1,0.1,-0.8,0.4,2.2
289,10.2,0.478,0.359,0.196,6.7,15.8,11.3,14.7,0.8,1.4,14.4,12.9,-2,-0.1,-2,0,0.7
289,14.8,0.565,0.153,0.289,7.2,20,13.4,14.9,1.4,1.5,15.1,14.3,-0.1,0.2,0.1,0.4,1.5
290,11.4,0.54,0.645,0.181,2.5,8.7,5.7,6.4,1.8,0.2,8.3,16.7,0.6,-1.5,-0.9,0.5,3
291,4.9,0.451,0,0.667,0,9.6,4.9,0,2.9,4.4,11.4,11.5,-7.5,1.7,-5.8,0,0
292,11.4,0.532,0.319,0.227,1,11.4,6.1,9.5,1.7,0.7,6.6,15.9,-0.9,-1.5,-2.3,0,0.9
293,15.3,0.551,0.534,0.174,1.9,13.4,7.4,8.1,1.9,1,9.5,23.9,1.7,-2.8,-1.1,0.3,2.6
294,-30.2,0,0,0,0,22.9,11.8,0,0,0,66.7,28.4,-33,-3.1,-36.1,0,-0.1
295,15.7,0.548,0.101,0.307,3.2,9.1,6.2,32.2,1.7,0.4,19.3,17.9,0.9,-1,-0.1,1,5.4
296,6.3,0.529,0.519,0.074,1.3,12.2,6.7,9.3,1.3,1.4,17.1,9,-2.2,0,-2.2,0,0.5
297,13.5,0.596,0.758,0.048,2.6,18,10.7,16.2,1.2,0.4,12.9,14.4,1.6,-1,0.6,0.6,2.6
298,5.9,0.349,0.083,0.167,4.4,4.2,4.3,16.8,1.9,0,7.2,23.1,-5.1,-3.3,-8.4,0,0
299,14.1,0.59,0.539,0.079,1.7,6.8,4.4,14.9,2,0.4,13.5,20.2,1.2,-1.6,-0.4,0.3,1.5
300,19.8,0.55,0.045,0.407,8.6,18.8,13.7,14.5,2.3,2.7,11.8,22.4,1.8,2,3.8,3.5,7.6
301,10.8,0.414,0.011,0.261,12,20.4,16.2,5.8,1.6,3.5,10.7,14.9,-4.6,1.8,-2.8,-0.1,1.2
302,19.5,0.527,0.004,0.371,9.9,23.6,16.7,18.6,2.1,1.6,16,24.8,0.6,1.8,2.4,3,5.9
303,10.7,0.471,0.329,0.099,3.2,8,5.6,19.1,1.6,1.1,14.4,19.7,-1.8,-1.4,-3.2,-0.5,0.2
304,8.1,0.475,0.351,0.197,4,5.2,4.6,16.8,1.6,0.2,18.1,16.2,-2.6,-1.7,-4.3,-0.4,0.2
305,11.3,0.516,0.443,0.222,6,14.6,10.3,6.4,1.5,1,11.8,18.9,-1,-1,-1.9,0,1.8
305,12.1,0.537,0.485,0.188,6.3,15.2,10.8,6.3,1.2,1.1,10.9,18.4,-0.1,-1,-1.1,0.3,2
305,8.6,0.453,0.31,0.333,5.1,12.9,8.9,6.4,2.5,0.8,14.2,20.2,-3.7,-0.9,-4.7,-0.2,-0.2
306,12.6,0.473,0.205,0.194,7.9,16.7,12.3,9.4,2.2,2.6,12.8,19.7,-2.1,1.1,-1,0.5,1.7
307,12,0.53,0.297,0.152,3.3,5.6,4.5,5.6,1.8,0.2,4.9,19.6,-1.1,-2.8,-3.9,-0.2,0.7
307,12.3,0.526,0.342,0.162,3.9,6,4.9,4.8,2.1,0.3,3.3,18.9,-0.7,-2.3,-3,-0.1,0.6
307,10.9,0.545,0.147,0.118,1.4,4,2.7,8.3,0.6,0,10.1,22.1,-2.6,-4.8,-7.4,-0.1,0
308,12.2,0.531,0.39,0.239,7.7,11.9,9.8,9.5,0.6,1.4,13.6,22.1,-0.7,-2.2,-2.9,-0.1,0.7
309,16.7,0.595,0,0.209,15.4,14.8,15.1,2.9,1.7,1.4,11.5,14.1,-0.7,-0.9,-1.7,0,1.7
310,12.3,0.549,0.023,0.299,15.6,17.1,16.4,3.4,0.8,3.8,20.3,14.6,-1.9,0.2,-1.6,0,0.7
311,12.3,0.465,0.369,0.176,5.5,22,13.5,10.1,1.2,1.8,10.9,21.7,-1.9,-1.7,-3.6,-0.6,0.1
312,-4.5,0.268,0.179,0,0,9.1,4.5,6.1,1,0,9.7,27.1,-12.4,-5.3,-17.6,-0.2,-0.3
313,9.1,0.494,0.574,0.18,3.1,17.9,10.7,3.8,2,1.8,9.6,13,-2.2,0.5,-1.7,0,0.3
314,16,0.605,0.274,0.244,1.8,7.7,4.8,32.8,0.9,0.2,19.3,17.8,1.5,-2.6,-1.1,0.4,4.3
315,11.5,0.512,0.42,0.124,1.1,9.6,5.6,13.5,1,0.1,9.9,21.7,-0.8,-1.8,-2.6,-0.2,1.9
316,14.4,0.498,0.455,0.131,1.3,10.6,6,33.3,1.9,0.2,15.7,22.5,1.6,-1.7,-0.1,0.9,2.1
317,15.1,0.557,0,0.193,6.2,17.1,11.7,6.1,1,2,13,22.1,-2.8,-1.6,-4.4,-0.8,1.7
318,18.1,0.534,0.008,0.376,12.2,22.6,17.3,17.6,1.7,4.4,19.3,17.2,0.1,5.1,5.2,4.4,7.3
319,11.3,0.602,0.816,0.077,1.2,10,5.4,3.3,0.9,0.4,2.6,13,2,-2,0,0.8,4
320,19.8,0.564,0.216,0.265,2.5,21.5,12.2,13.5,1.2,1.7,7.9,24.2,1.7,0,1.7,1.5,5
321,16.7,0.538,0,0.31,8.9,23.8,16.2,6.8,0.9,5.7,14.8,21.4,-3.3,1.3,-2,0,2
322,15.8,0.535,0.005,0.228,11.5,25.5,18.5,13.1,0.9,3.1,14.6,18.1,-1.9,1,-0.9,0.2,1.4
323,10.9,0.429,0.246,0.115,8.8,26.3,17.7,12.4,2.2,3,18.3,13.3,-2.6,3.8,1.2,1.3,2.7
324,-6.1,0.436,0,0.333,0,9.3,4.7,11.8,4.2,0,53.8,27.1,-16.9,1.1,-15.8,0,-0.1
325,15.8,0.496,0,0.278,10.7,26.8,18.7,7.9,1.1,3,12.2,19.5,-3.2,2,-1.1,0.5,4.5
326,14,0.493,0,0.654,15.5,13.4,14.3,5.7,2,2.2,10.7,16.4,-1.1,-0.2,-1.3,0,0.3
327,13,0.5,0.282,0.294,4.3,11.7,7.9,7.7,1.3,1.4,8.7,21.9,-1.5,-3.2,-4.7,-0.3,0.3
328,13.1,0.534,0.012,0.427,13.5,20.3,17,10.3,1.6,0.8,19.6,14.6,-1.6,1.6,0,0.6,2.7
329,10.3,0.475,0.547,0.061,2.2,5.7,3.9,22.8,1.9,0.5,15.8,23.3,-1.1,-3.9,-5,-0.4,-0.2
329,0.2,0.319,0.625,0.063,0,6.6,3.3,21,0,0.8,19.6,18.3,-7.4,-3.3,-10.8,-0.2,-0.3
329,9.7,0.45,0.526,0.053,1,6,3.5,25.4,1.4,0,11.4,18,-2,-3.5,-5.6,-0.1,0.1
329,14.1,0.517,0.535,0.063,3.4,5.2,4.3,22.5,2.7,0.6,16.1,27.1,1.5,-4.2,-2.7,-0.1,0
330,10.4,0.478,0.296,0.248,1.3,7.5,4.3,23,1,0.2,15.3,22.5,-2.4,-3.9,-6.3,-0.7,0
330,11.3,0.478,0.305,0.219,1.7,6.8,4.1,24.2,1.4,0.4,15.3,24.1,-1.6,-4,-5.6,-0.4,-0.1
330,8.4,0.478,0.27,0.333,0.5,8.9,4.6,20.4,0.3,0,15.3,18.9,-4.1,-3.7,-7.8,-0.3,0
331,23,0.588,0.068,0.332,1,9.1,5.3,40.4,1.3,0.2,13,27.7,4.1,-1.4,2.7,2.6,9.3
332,15.3,0.584,0.421,0.165,3.3,13.2,8.3,15.6,1.4,0.9,12.7,18.3,2.4,0.4,2.7,3.3,7
